epoch,train_loss,train_acc,test_loss,test_acc
1,0.2675579022248586,92.11,0.13854182315170765,95.76
2,0.11011389855941137,96.70166666666667,0.08784562236778438,97.26
3,0.07217935034434,97.83166666666666,0.08802475592754781,97.3
4,0.05431402828991413,98.27666666666667,0.07689237460047006,97.55
5,0.040458015525341035,98.68666666666667,0.0710398614968639,97.71
6,0.03011716702679793,99.07666666666667,0.06599622751669958,97.98
7,0.025279363526031374,99.19333333333333,0.06655926823895425,97.99
8,0.019771297280987105,99.38333333333334,0.07080443018916995,97.95
9,0.016044519064947964,99.48,0.06853370932247489,98.11
10,0.013597921590507031,99.58166666666666,0.08815391936935485,97.73
11,0.012432087683056791,99.58333333333333,0.07711320092191454,98.05
12,0.01103700532844911,99.63166666666666,0.09229679618931841,97.68
13,0.011647470391557242,99.63833333333334,0.07793170589255752,98.05
14,0.009400150937493891,99.675,0.08238749473434873,98.09
15,0.00952825804684932,99.68166666666667,0.09103623600800057,97.99
16,0.008866588962543756,99.69666666666667,0.09202562059216143,97.98
17,0.009934701217369488,99.68166666666667,0.09585580840917683,98.04
18,0.006017611092034107,99.805,0.08435067160284998,98.12
19,0.0066002190787500395,99.76333333333334,0.10810566727501573,97.65
20,0.006780480458804717,99.76333333333334,0.09024777681041014,98.19
