epoch,train_loss,train_acc,test_loss,test_acc
1,0.21235519183476767,93.47666666666667,0.11397437081933022,96.52
2,0.11432699929475784,96.60166666666667,0.1086662743166089,96.79
3,0.08785937138001124,97.41333333333333,0.12933244974426925,96.51
4,0.07684629069467386,97.63333333333334,0.11786894175349735,96.93
5,0.07776190605461597,97.71166666666667,0.11991702465571288,97.2
6,0.06857445783490936,98.01166666666667,0.15069398020412772,96.78
7,0.058053966666013,98.27,0.14318452601868192,97.04
8,0.05820959545522928,98.38833333333334,0.15122151101995843,97.06
9,0.05578343423308494,98.44833333333334,0.15401898939188977,97.3
10,0.05967905640094541,98.42166666666667,0.15440104182405492,97.27
11,0.04899285080824047,98.73333333333333,0.18844074701786467,96.96
12,0.04901149576598157,98.7,0.19009160886667378,97.11
13,0.04395673312225069,98.88333333333334,0.1677047096854396,97.49
14,0.049728832728384686,98.81333333333333,0.19263977339733387,97.32
15,0.04565645438435798,98.87166666666667,0.20355403736775915,97.35
