epoch,train_loss,train_acc,test_loss,test_acc
1,0.21586494508981705,93.41166666666666,0.11977600582391024,96.45
2,0.09389961711963017,97.03833333333333,0.0923316473081708,97.12
3,0.06725321352680524,97.9,0.09517524242214859,97.16
4,0.05698999412059784,98.175,0.08696248545255512,97.58
5,0.046052259757121405,98.43666666666667,0.1251174030767288,96.95
6,0.043003804467618464,98.56166666666667,0.09893890130966902,97.73
7,0.03887934675738215,98.75833333333334,0.12409617664983962,97.14
8,0.036599530443300804,98.92833333333333,0.11723995674201287,97.42
9,0.03122432102213303,98.975,0.12112052741760854,97.32
10,0.03364887003380184,98.99,0.14625498986192978,97.21
11,0.03790748697929084,98.84333333333333,0.13227670315039577,97.51
12,0.026839324021091064,99.14666666666666,0.14204338824048318,97.53
13,0.028773995497760673,99.14833333333333,0.15320591580930268,97.58
14,0.025211542195881096,99.25333333333333,0.15218978516208007,97.45
15,0.021457750672086454,99.37666666666667,0.1433292670595005,97.48
