epoch,train_loss,train_acc,test_loss,test_acc
1,0.5143633933862051,83.36333333333333,0.21438899772167205,93.52
2,0.2639256032148997,91.77166666666666,0.15919273555874824,95.14
3,0.22810642716089885,92.87666666666667,0.17088253823518754,94.66
4,0.21103329157829284,93.35166666666667,0.13269792189002036,96.0
5,0.1990579896291097,93.73833333333333,0.14030924625247718,95.64
6,0.20415959756374358,93.57333333333334,0.1351045517027378,95.85
7,0.20147006084124247,93.75333333333333,0.12379584243893624,96.26
8,0.19522431902885437,93.94666666666667,0.13666119980812072,95.69
9,0.19425498927434284,94.11833333333334,0.12251112305223942,96.41
10,0.19843273835976918,93.96833333333333,0.11514995709061622,96.43
11,0.2056272311369578,93.63833333333334,0.1345148399800062,96.04
12,0.19528887331485748,93.97166666666666,0.14361930466890335,95.47
13,0.18594431574741999,94.29333333333334,0.1323188497543335,96.02
14,0.20211951185067495,93.75833333333334,0.12459688175022603,96.39
15,0.18699413844744364,94.17666666666666,0.14555093427896498,95.46
