epoch,train_loss,train_acc,test_loss,test_acc
1,0.33425738062858584,90.72833333333334,0.18090574082136154,94.64
2,0.1482731033563614,95.69833333333334,0.12011693098545075,96.36
3,0.1003605317234993,97.12833333333333,0.0940182854488492,97.24
4,0.07565257908304532,97.82666666666667,0.08223924416005611,97.58
5,0.059828879364331566,98.25166666666667,0.07463056878820061,97.67
6,0.04829794078369935,98.62666666666667,0.06928874634541571,97.92
7,0.03846335749477148,98.92,0.06796732412930578,97.89
8,0.03167332624693712,99.13333333333334,0.06642521868441253,97.91
9,0.025376320919394492,99.31166666666667,0.06557992926454172,97.95
10,0.02114999360938867,99.44166666666666,0.06292871946142986,98.04
