epoch,train_loss,train_acc,test_loss,test_acc
1,0.2712701958656311,92.13666666666667,0.14360928673744203,95.9
2,0.11014948253631592,96.78166666666667,0.09218114438503981,97.32
3,0.07384574846029282,97.81333333333333,0.08604141014348715,97.36
4,0.054709899225831034,98.335,0.0732823393419385,97.74
5,0.04140787344574928,98.76,0.07156243389211595,97.85
6,0.032473037746051946,99.025,0.07300477995197288,97.67
7,0.024547903328140577,99.24,0.07262897226149216,97.83
8,0.021284663696587085,99.31,0.07188926509581506,97.81
9,0.01843198899825414,99.41833333333334,0.06920550214429969,98.09
10,0.014745360650370519,99.53,0.06631081419540569,98.07
11,0.012294962137192488,99.61,0.08026992956320755,97.97
12,0.012022143377798299,99.58166666666666,0.07136357062199386,98.04
13,0.00783685131414483,99.75333333333333,0.08728922245791182,97.72
14,0.009859292296754817,99.66833333333334,0.07854640159936971,97.98
15,0.008191811854547511,99.75166666666667,0.07733004537901707,98.19
