epoch,train_loss,train_acc,test_loss,test_acc
1,0.15284048400521277,95.23833333333333,0.059214387452602386,98.11
2,0.04800128539800644,98.50166666666667,0.04283049295321107,98.64
3,0.03228285960778594,98.93666666666667,0.03497378555459436,98.84
4,0.023256485422948996,99.23333333333333,0.035736319629073844,98.9
5,0.02015389582881083,99.325,0.0369234086303506,99.01
6,0.01673315079684059,99.435,0.0385980027181562,98.99
7,0.01363685740204528,99.535,0.05609412413275568,98.46
8,0.013795063159490625,99.56166666666667,0.03909119046669948,98.85
9,0.012300197692164996,99.585,0.04597168425524178,98.86
10,0.011508673905550193,99.625,0.05346888591825773,98.66
