epoch,train_loss,train_acc,test_loss,test_acc
1,0.2936880606929461,91.86833333333334,0.08569698827713727,97.4
2,0.07763369440734387,97.62,0.05937212941683829,98.19
3,0.05514051696956158,98.33166666666666,0.04533949206247926,98.4
4,0.04277216031153997,98.7,0.03281118517983705,98.84
5,0.03771759038418531,98.78333333333333,0.03681141419112682,98.77
6,0.030074038514494895,99.05166666666666,0.03464432573583908,98.77
7,0.02568623254771034,99.19166666666666,0.032117040367797015,98.89
8,0.022357180983076493,99.28333333333333,0.027968046805169434,99.07
9,0.01744355521456649,99.47666666666667,0.03493579122647643,98.77
10,0.015803179508820177,99.51166666666667,0.0340953811721527,98.98
11,0.012633310943158964,99.58166666666666,0.036059441688098014,98.84
12,0.011028072645887732,99.65666666666667,0.03198188972583448,99.01
13,0.009418848843127488,99.70333333333333,0.030063632971139304,99.05
14,0.007971558209244783,99.74,0.03767176319512037,98.85
15,0.007380048741508896,99.755,0.03292517485529024,98.98
