epoch,train_loss,train_acc,test_loss,test_acc
1,0.5288144813617071,82.70166666666667,0.19751108469963075,93.99
2,0.24026134419441222,92.45833333333333,0.13529410383105278,95.86
3,0.19333758924802144,93.99166666666666,0.12317719539105892,96.27
4,0.16965081850687663,94.7,0.10727861750870943,96.66
5,0.1548179672876994,95.12166666666667,0.10784509899020195,96.68
6,0.14031135839621225,95.59166666666667,0.1233806358397007,96.26
7,0.1334885225693385,95.84833333333333,0.10888378094136715,96.8
8,0.13090346400340397,95.82833333333333,0.126990054500103,96.18
9,0.12287453608910243,96.12833333333333,0.09843936381787062,96.95
10,0.11640733983516693,96.245,0.09332998680993915,97.11
11,0.11376121568282445,96.43666666666667,0.10211184497624635,97.1
12,0.11534256160259247,96.33333333333333,0.08796006957739591,97.35
13,0.1118768809835116,96.41666666666667,0.07580591508075595,97.61
14,0.1071706483801206,96.71666666666667,0.09492041289657355,97.22
15,0.10580709968805313,96.71666666666667,0.07455949432775379,97.88
16,0.10206554014086723,96.73166666666667,0.08142550506033003,97.57
17,0.10156689976751804,96.77666666666667,0.08168206270299852,97.49
18,0.09397481710910797,97.08,0.06278708229660988,98.21
19,0.09477367215255897,97.03,0.08348474416136742,97.63
20,0.09511353595256805,97.04166666666667,0.07646601710319519,97.64
