epoch,train_loss,train_acc,test_loss,test_acc
1,0.7507438939253489,75.71666666666667,0.2745114487051964,91.65
2,0.2906136762301127,91.06833333333333,0.17738519784212112,94.41
3,0.22193485038280486,93.01333333333334,0.14643007518053056,95.39
4,0.1897220143556595,94.05666666666667,0.12756775979995727,96.02
5,0.1651585866689682,94.83333333333333,0.12010506855100393,96.2
6,0.15162543585101762,95.23333333333333,0.10476923445835709,96.59
7,0.1333040525972843,95.80666666666667,0.10714365683421492,96.47
8,0.1252791443904241,96.08833333333334,0.09760726207867265,96.78
9,0.11825937720537186,96.22833333333334,0.09423972723484039,96.96
10,0.10859876003662745,96.58333333333333,0.09384343217089772,97.08
