epoch,train_loss,train_acc,test_loss,test_acc
1,0.5237256319046021,82.97333333333333,0.24599414952993393,92.44
2,0.27549318211873375,91.39333333333333,0.18775309035778046,94.36
3,0.23828081508477528,92.61,0.17987778657674788,94.12
4,0.22403094592094422,93.03333333333333,0.17955283437371253,94.6
5,0.21476928987503052,93.33166666666666,0.17220358926057816,94.69
6,0.20143235321044922,93.83,0.13052380840480327,95.97
7,0.21088487846851348,93.45,0.1887363455235958,94.35
8,0.1938752359231313,93.94166666666666,0.17047506927549838,94.68
9,0.19647259658177693,93.93333333333334,0.14686579614281656,95.55
10,0.21118130639394125,93.49,0.1853397291302681,94.37
