epoch,train_loss,train_acc,test_loss,test_acc
1,0.15714139343301456,95.18166666666667,0.07612853475958109,97.41
2,0.04669401650478443,98.58166666666666,0.05454643206037581,98.42
3,0.034369173340251045,98.90333333333334,0.03874036346478388,98.82
4,0.029995011071674526,98.995,0.041705353110143915,98.86
5,0.021670886745241782,99.335,0.03955255697574466,98.9
6,0.022352336719973633,99.27666666666667,0.04583176378173521,98.87
7,0.017502497412388525,99.44833333333334,0.04389776676694746,98.97
8,0.01583132102926417,99.475,0.05203974103475048,98.67
9,0.01973593211042074,99.37166666666667,0.06193883594670333,98.52
10,0.014798604978943088,99.505,0.0568566508555552,98.69
11,0.014738138254747415,99.535,0.055243432138487696,98.77
12,0.014707180485742478,99.54833333333333,0.0644631555094791,98.74
13,0.013392816055521447,99.60333333333334,0.05472162071365164,98.78
14,0.014906840662562657,99.57833333333333,0.06862185590427398,98.67
15,0.013710487439157442,99.575,0.06400446751892595,98.76
