epoch,train_loss,train_acc,test_loss,test_acc
1,0.4922372359911601,83.96,0.19817005919218064,93.69
2,0.23090101869106291,92.82833333333333,0.17783056181669235,94.33
3,0.18769816235701242,94.075,0.13537313199043274,95.72
4,0.16044887960751852,95.01666666666667,0.10894468736052514,96.46
5,0.15044748603105546,95.17,0.09821830865442753,96.8
6,0.13370326520601908,95.81666666666666,0.107646570263803,96.62
7,0.12806205755670866,95.855,0.08972861291021109,97.15
8,0.13143810131549835,95.85666666666667,0.08454048979729414,97.3
9,0.11769869072437286,96.23833333333333,0.07941578319966792,97.38
10,0.11475097967386245,96.42833333333333,0.08662520379945636,97.37
