epoch,train_loss,train_acc,test_loss,test_acc
1,0.28727866509954136,91.85833333333333,0.08793624422550202,97.29
2,0.07805165521502495,97.65,0.053730916899815205,98.35
3,0.0570197252869606,98.23833333333333,0.04275744545366615,98.47
4,0.04488264625370503,98.62166666666667,0.037496010443940755,98.7
5,0.03625356615483761,98.91166666666666,0.03810730399042368,98.64
6,0.032191085909555356,98.99666666666667,0.033221112089022065,98.87
7,0.02623955354516705,99.17333333333333,0.02835917960656807,98.9
8,0.02129613788711528,99.33333333333333,0.033123111759300806,98.88
9,0.017129226939131815,99.45666666666666,0.03998935315083363,98.7
10,0.0152470167271172,99.49333333333334,0.03507339576171944,98.85
