epoch,train_loss,train_acc,test_loss,test_acc
1,0.21314342869917552,93.55,0.1131913354292512,96.38
2,0.09820536895493666,97.01,0.10305873388703912,96.77
3,0.07297762374679248,97.68666666666667,0.08276801778096705,97.62
4,0.052563670896490416,98.26666666666667,0.10255656694681384,97.22
5,0.046596950908501945,98.48333333333333,0.10503199508450925,97.21
6,0.04293634046042959,98.565,0.11903641250267392,97.17
7,0.04326014928792914,98.67666666666666,0.13725351831585866,97.0
8,0.03724538277884325,98.81666666666666,0.13289832498872747,97.09
9,0.03451417654594407,98.93,0.1338120460066013,97.28
10,0.03100349576086737,98.99333333333334,0.09977747181178528,97.86
11,0.0315367760008201,99.06666666666666,0.12108261583931017,97.67
12,0.03214504776311417,99.05166666666666,0.1240557736445633,97.57
13,0.026947966637892146,99.19833333333334,0.14920699673029447,97.27
14,0.029588304942791972,99.12166666666667,0.1403189616563941,97.65
15,0.0247777357523834,99.27333333333333,0.13491247235763984,97.85
16,0.02426464157910086,99.32666666666667,0.1305357796396571,97.86
17,0.027396272532971732,99.27166666666666,0.14898314422493966,97.77
18,0.025069558178321072,99.34,0.16367145702159322,97.61
19,0.023021847293166017,99.38833333333334,0.16958252011103578,97.89
20,0.022074061964583717,99.37833333333333,0.18779734853524288,97.49
