epoch,train_loss,train_acc,test_loss,test_acc
1,0.2291697340488434,93.18,0.06009485847391188,98.06
2,0.059786301768819494,98.15,0.045031531846057626,98.52
3,0.04239529862900575,98.65833333333333,0.04014576065652072,98.67
4,0.03246040498018265,98.985,0.03169078281484544,98.98
5,0.02573289348470668,99.19333333333333,0.037977482766157485,98.85
6,0.020778114163751405,99.33666666666667,0.029000857256073504,99.05
7,0.017445389235019683,99.41166666666666,0.028959061145037414,99.0
8,0.01256344909047087,99.61333333333333,0.03058127351771109,99.03
9,0.010479430807506044,99.66333333333333,0.03990917871801648,98.77
10,0.010601585299552728,99.64666666666666,0.032786384413826454,99.04
11,0.0072448793031275275,99.74666666666667,0.0372815574089007,99.04
12,0.0077415622182268025,99.75166666666667,0.03994733674430754,98.95
13,0.007991209595099401,99.73333333333333,0.03583880618678231,99.12
14,0.005741385279844205,99.795,0.03554101684530942,99.02
15,0.00455397735646499,99.84666666666666,0.04192543917258445,98.92
16,0.005072577038605232,99.84166666666667,0.04708573649080536,98.9
17,0.005622438904095907,99.80666666666667,0.03952638248677104,99.11
18,0.004236312947072535,99.835,0.04469520713857164,99.0
19,0.00405494117725854,99.865,0.04135155638750802,99.09
20,0.0021237756916001674,99.92333333333333,0.04437329115846228,99.05
