epoch,train_loss,train_acc,test_loss,test_acc
1,0.7587075617790222,75.16333333333333,0.2878213210344315,91.2
2,0.29755755971272785,90.77166666666666,0.1724812187075615,94.7
3,0.2238225855787595,92.95333333333333,0.13841298636198043,95.7
4,0.18552842489878338,94.13333333333334,0.12063580459654331,96.18
5,0.16104168703953425,94.90166666666667,0.102721744813025,96.69
6,0.14298459946314493,95.51666666666667,0.09490207056254149,97.01
7,0.133938690272967,95.79833333333333,0.09485095998346806,96.78
8,0.12227496610879898,96.11166666666666,0.08031418883502484,97.47
9,0.11165252956151962,96.49833333333333,0.0728846750035882,97.77
10,0.10536037227312724,96.605,0.07527339005321264,97.66
11,0.09962453998327256,96.80833333333334,0.0655104118950665,97.96
12,0.09225376338362694,97.0,0.06556520322263241,97.89
13,0.0874115537961324,97.22,0.06507852983772755,97.91
14,0.08475713189641634,97.29,0.06629383901432157,97.9
15,0.0784859672943751,97.415,0.06580678413026035,97.95
