epoch,train_loss,train_acc,test_loss,test_acc
1,0.21109937487045924,93.55833333333334,0.11458669629096985,96.3
2,0.09353305489619573,97.17,0.10157133348882198,96.77
3,0.07448788513541221,97.68166666666667,0.1033155053014867,97.09
4,0.05667977493604024,98.19666666666667,0.0888110656330362,97.65
5,0.048122971534480655,98.48,0.12133505395166576,97.08
6,0.0398354500874877,98.67333333333333,0.0939053801314265,97.57
7,0.037982219954083365,98.76666666666667,0.1085849160618418,97.27
8,0.037397005241860945,98.84333333333333,0.12687594653367995,97.32
9,0.029031030390722055,99.07833333333333,0.11421879316630075,97.48
10,0.02993292301421364,99.04333333333334,0.12172397957950598,97.66
