epoch,train_loss,train_acc,test_loss,test_acc
1,0.20476407451232273,94.06166666666667,0.07146397759690881,97.62
2,0.0560062917098403,98.27,0.038385961866378784,98.76
3,0.03963601834972699,98.79666666666667,0.0344541815480683,98.91
4,0.02927476912091176,99.05166666666666,0.03231834552013897,98.92
5,0.02147965460245808,99.33666666666667,0.027324396394891665,99.04
6,0.018151630785067877,99.44333333333333,0.026611887293704787,99.07
7,0.015374142046272755,99.49166666666666,0.03288435529411072,98.92
8,0.011271937087488672,99.62333333333333,0.032983336224613594,98.99
9,0.012372300395959367,99.54833333333333,0.03241583177202701,98.97
10,0.009126967169096072,99.70333333333333,0.030920283173151257,99.08
