epoch,train_loss,train_acc,test_loss,test_acc
1,0.13459065472384293,95.80666666666667,0.03782173266634345,98.73
2,0.045278585094710194,98.6,0.038431771241873504,98.85
3,0.032719214325398205,98.995,0.043357576637389136,98.6
4,0.02685336078678568,99.12,0.041991118302266116,98.77
5,0.022438931569643317,99.26166666666667,0.04448528172895312,98.7
6,0.01916529754359896,99.37833333333333,0.04656796307016257,98.86
7,0.017253352473652922,99.42,0.04326614465812454,98.95
8,0.015724251880683004,99.495,0.04925466391771333,98.81
9,0.016325818628577207,99.51666666666667,0.04503071764237539,98.92
10,0.013553366254423356,99.57666666666667,0.04919924830501463,99.02
11,0.01677915841101591,99.50166666666667,0.05355928481419687,98.63
12,0.015123802442129818,99.55333333333333,0.0458132121022034,98.91
13,0.014781117727145708,99.56,0.054764886332327935,98.86
14,0.012325962465560102,99.64666666666666,0.054984279651034446,98.9
15,0.012775907620448076,99.64333333333333,0.09306292231818579,98.6
16,0.01651820976371382,99.57666666666667,0.08853924775909304,98.87
17,0.012879499476930262,99.625,0.07504784795571655,98.73
18,0.010904415965522659,99.74333333333334,0.0679260198235921,98.89
19,0.013378251421591327,99.66333333333333,0.07393541257900968,98.88
20,0.00978521904921439,99.755,0.08947600487321057,98.84
