epoch,train_loss,train_acc,test_loss,test_acc
1,0.21078586239417393,93.59166666666667,0.1515487699523568,95.25
2,0.11243750492135683,96.61,0.11598483759686351,96.72
3,0.09253140434920788,97.29666666666667,0.11657354221567512,96.88
4,0.07712673956255119,97.72833333333334,0.13229375554851722,96.74
5,0.07091320467541615,97.95166666666667,0.1587766063072544,96.45
6,0.06499363941748937,98.08166666666666,0.14760654176753013,96.85
7,0.06439072636639079,98.17833333333333,0.14173764451723544,97.04
8,0.05872497912980616,98.33166666666666,0.14703886914725736,97.25
9,0.05333511353371044,98.505,0.16418326789224522,96.9
10,0.05407726103941289,98.55166666666666,0.17406148430684262,97.13
